Año;Habilidad informática;Edad;Sexo;Ámbito territorial;Magnitud;Valor
2022;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"C.A. de Euskadi";"%";83,5
2021;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";94,3
2022;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";76,7
2024;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";73,2
2019;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";82
2020;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";92,8
2023;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";67,6
2025;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Araba/Álava";"%";64,4
2024;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";67,1
2020;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";85,7
2022;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";84
2025;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";72
2021;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";87,5
2023;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";72,4
2019;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Bizkaia";"%";82,9
2022;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";85,5
2023;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";78,6
2024;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";80,3
2020;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";89,7
2025;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";63,5
2019;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";78
2021;"D - Instalar software o aplicaciones";"16-24 años";"Hombre";"Gipuzkoa";"%";93,7
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";53,3
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";47,3
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";34,1
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";47,9
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";44,8
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";40
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"C.A. de Euskadi";"%";32,8
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";34,5
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";35,8
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";42,9
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";42,2
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";49
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";38,2
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Araba/Álava";"%";35,2
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";43,8
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";46,1
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";35,8
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";32,6
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";51,2
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";55,2
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Bizkaia";"%";47,4
2020;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";47,9
2023;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";46,3
2025;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";46,8
2021;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";55,5
2019;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";32,2
2022;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";33,2
2024;"E - Cambiar la configuración de cualquier software, incluídos el sistema operativo, programas de seguridad";"16-24 años";"Hombre";"Gipuzkoa";"%";30,9
2020;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";85,2
2024;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";79,9
2019;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";85,1
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";78,9
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";85,4
2023;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";85,6
2021;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"C.A. de Euskadi";"%";87,5
2019;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";90,2
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";82,6
2024;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";82,4
2023;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";93,3
2020;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";80,5
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";74
2021;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Araba/Álava";"%";85
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";80,5
2024;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";80,4
2020;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";81,7
2019;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";87,1
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";85,8
2021;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";89,5
2023;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Bizkaia";"%";83,9
2025;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";75
2022;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";89,4
2021;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";86
2020;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";92,7
2019;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";80,5
2024;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";78,3
2023;"B - Copiar o mover ficheros o carpetas";"16-24 años";"Hombre";"Gipuzkoa";"%";84,1
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";77,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";81,9
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";86,4
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";77
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";77
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";73,2
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"C.A. de Euskadi";"%";82,5
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";76,9
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";73,5
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";88,5
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";77,8
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";82,5
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";85,4
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Araba/Álava";"%";71,4
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";86,3
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";81,1
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";76,9
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";66,6
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";75,5
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";85,8
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Bizkaia";"%";85,5
2021;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";82,4
2023;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";79,9
2025;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";74
2024;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";80,5
2022;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";72,4
2020;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";89,2
2019;"F - Crear presentaciones o documentos que integren texto, imágenes, tablas o gráficos";"16-24 años";"Hombre";"Gipuzkoa";"%";74,7
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";20,8
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";16,5
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";15,6
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";15,8
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";15,5
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";17,8
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"C.A. de Euskadi";"%";12,9
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";9,8
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";27,8
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";17,3
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";18,6
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";9,6
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";13,7
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Araba/Álava";"%";18,8
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";9,6
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";20,5
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";17,8
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";24,5
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";15,6
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";17,7
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Bizkaia";"%";11,8
2025;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";14,1
2021;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";20,3
2024;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";16,1
2020;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";13,9
2022;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";16
2019;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";14,1
2023;"H - Programar en un lenguaje de programación";"16-24 años";"Hombre";"Gipuzkoa";"%";16,5
2019;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";69,8
2022;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";68
2024;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";64,1
2021;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";70,2
2023;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";62,7
2020;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";72,5
2025;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"C.A. de Euskadi";"%";60
2024;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";60,7
2023;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";54,2
2021;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";60,4
2025;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";62,3
2019;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";69,7
2022;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";77
2020;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Araba/Álava";"%";72,7
2019;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";70,3
2020;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";71,7
2023;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";62,9
2025;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";58,8
2024;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";62,6
2021;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";68,8
2022;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Bizkaia";"%";68,8
2022;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Gipuzkoa";"%";63,2
2019;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Gipuzkoa";"%";69,2
2024;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Gipuzkoa";"%";67,6
2020;"G - Usar hojas de cálculo";"16-24 años";"Hombre";"Gipuzkoa";"%";73,7
