Año;Sexo;Edad;Nacionalidad;Discapacidad;Ámbito Territorial;Magnitud;Value
2020;"Total";"Total";"";"";"Muxika";"%";7,6
2020;"Total";"Total";"";"";"Nabarniz";"%";7,1
2020;"Total";"Total";"";"";"Navaridas";"%";3,1
2020;"Total";"Total";"";"";"Oiartzun";"%";6,6
2020;"Total";"Total";"";"";"Okondo";"%";10,9
2020;"Total";"Total";"";"";"Olaberria";"%";8,8
2020;"Total";"Total";"";"";"Ondarroa";"%";12
2020;"Total";"Total";"";"";"Oñati";"%";5,5
2020;"Total";"Total";"";"";"Ordizia";"%";8,4
2020;"Total";"Total";"";"";"Orendain";"%";2,8
2020;"Total";"Total";"";"";"Orexa";"%";5,6
2020;"Total";"Total";"";"";"Orio";"%";10,1
2020;"Total";"Total";"";"";"Ormaiztegi";"%";7
2020;"Total";"Total";"";"";"Orozko";"%";9,5
2020;"Total";"Total";"";"";"Ortuella";"%";12,6
2020;"Total";"Total";"";"";"Otxandio";"%";7,8
2020;"Total";"Total";"";"";"Oyón-Oion";"%";17,2
2020;"Total";"Total";"";"";"Pasaia";"%";10,5
2020;"Total";"Total";"";"";"Peñacerrada-Urizaharra";"%";6,6
2020;"Total";"Total";"";"";"Plentzia";"%";10,9
2020;"Total";"Total";"";"";"Portugalete";"%";13
2020;"Total";"Total";"";"";"Ribera Baja/Erriberabeitia";"%";9,2
2020;"Total";"Total";"";"";"Samaniego";"%";2,9
2020;"Total";"Total";"";"";"San Millán/Donemiliaga";"%";7,2
2020;"Total";"Total";"";"";"Santurtzi";"%";13,8
2020;"Total";"Total";"";"";"Segura";"%";6,7
2020;"Total";"Total";"";"";"Sestao";"%";15,6
2020;"Total";"Total";"";"";"Sondika";"%";7,8
2020;"Total";"Total";"";"";"Sopela";"%";9
2020;"Total";"Total";"";"";"Sopuerta";"%";8,4
2020;"Total";"Total";"";"";"Soraluze-Placencia de las Armas";"%";12,2
2020;"Total";"Total";"";"";"Sukarrieta";"%";11,8
2020;"Total";"Total";"";"";"Tolosa";"%";7,3
2020;"Total";"Total";"";"";"Trucios-Turtzioz";"%";11,6
2020;"Total";"Total";"";"";"Ubide";"%";8,1
2020;"Total";"Total";"";"";"Ugao-Miraballes";"%";9,6
2020;"Total";"Total";"";"";"Urduliz";"%";9,5
2020;"Total";"Total";"";"";"Urduña/Orduña";"%";13,4
2020;"Total";"Total";"";"";"Urkabustaiz";"%";9,3
2020;"Total";"Total";"";"";"Urnieta";"%";6,7
2020;"Total";"Total";"";"";"Urretxu";"%";7,6
2020;"Total";"Total";"";"";"Usurbil";"%";7
2020;"Total";"Total";"";"";"Valdegovía/Gaubea";"%";11,5
2020;"Total";"Total";"";"";"Valle de Trápaga-Trapagaran";"%";11,2
2020;"Total";"Total";"";"";"Villabona";"%";9,2
2020;"Total";"Total";"";"";"Villabuena de Álava/Eskuernaga";"%";6,6
2020;"Total";"Total";"";"";"Vitoria-Gasteiz";"%";10,5
2020;"Total";"Total";"";"";"Yécora/Iekora";"%";11,2
2020;"Total";"Total";"";"";"Zaldibar";"%";7,3
2020;"Total";"Total";"";"";"Zaldibia";"%";5,7
2020;"Total";"Total";"";"";"Zalduondo";"%";6,4
2020;"Total";"Total";"";"";"Zalla";"%";12,9
2020;"Total";"Total";"";"";"Zambrana";"%";10,6
2020;"Total";"Total";"";"";"Zamudio";"%";8,5
2020;"Total";"Total";"";"";"Zaratamo";"%";11,4
2020;"Total";"Total";"";"";"Zarautz";"%";7,3
2020;"Total";"Total";"";"";"Zeanuri";"%";6,3
2020;"Total";"Total";"";"";"Zeberio";"%";7,9
2020;"Total";"Total";"";"";"Zegama";"%";5,7
2020;"Total";"Total";"";"";"Zerain";"%";5,1
2020;"Total";"Total";"";"";"Zestoa";"%";9,9
2020;"Total";"Total";"";"";"Zierbena";"%";10,8
2020;"Total";"Total";"";"";"Zigoitia";"%";5,8
2020;"Total";"Total";"";"";"Ziortza-Bolibar";"%";5,1
2020;"Total";"Total";"";"";"Zizurkil";"%";9
2020;"Total";"Total";"";"";"Zuia";"%";4,5
2020;"Total";"Total";"";"";"Zumaia";"%";7,6
2020;"Total";"Total";"";"";"Zumarraga";"%";9,4
2020;"Total";"Total";"";"";"Añana (comarca)";"%";9,5
2020;"Total";"Total";"";"";"Arabako Errioxa / Rioja Alavesa";"%";11,9
2020;"Total";"Total";"";"";"Arabako Kantaurialdea / Cantábrica Alavesa";"%";10,8
2020;"Total";"Total";"";"";"Arabako Lautada / Llanada Alavesa";"%";10,5
2020;"Total";"Total";"";"";"Arabako Mendialdea / Montaña Alavesa";"%";7
2020;"Total";"Total";"";"";"Arratia-Nerbioi / Arratia-Nervión";"%";9,5
2020;"Total";"Total";"";"";"Bidasoa Beherea / Bajo Bidasoa";"%";10,7
2020;"Total";"Total";"";"";"Bilbo Handia / Gran Bilbao";"%";11,6
2020;"Total";"Total";"";"";"Debabarrena / Bajo Deba";"%";10,1
2020;"Total";"Total";"";"";"Debagoiena / Alto Deba";"%";7,5
2020;"Total";"Total";"";"";"Donostialdea";"%";8,2
2020;"Total";"Total";"";"";"Durangaldea / Duranguesado";"%";9
2020;"Total";"Total";"";"";"Enkartazioak / Encartaciones";"%";12,4
2020;"Total";"Total";"";"";"Gernika-Bermeo";"%";11
2020;"Total";"Total";"";"";"Goierri";"%";7,7
2020;"Total";"Total";"";"";"Gorbeialdea / Estribaciones del Gorbea";"%";6,6
2020;"Total";"Total";"";"";"Markina-Ondarroa";"%";9,9
2020;"Total";"Total";"";"";"Plentzia-Mungia";"%";8,9
2020;"Total";"Total";"";"";"Tolosaldea";"%";7,5
2020;"Total";"Total";"";"";"Urola Kosta";"%";8
2020;"Total";"Total";"";"";"Araba/Álava";"%";11
2020;"Total";"Total";"";"";"Bizkaia";"%";11,9
2020;"Total";"Total";"";"";"Gipuzkoa";"%";8,2
2022;"Total";"Total";"";"";"C.A. de Euskadi";"%";8,6
2022;"Total";"Total";"";"";"Abadiño";"%";8,5
2022;"Total";"Total";"";"";"Abaltzisketa";"%";3
2022;"Total";"Total";"";"";"Abanto y Ciérvana-Abanto Zierbena";"%";12,3
2022;"Total";"Total";"";"";"Aduna";"%";2
2022;"Total";"Total";"";"";"Agurain/Salvatierra";"%";11,4
2022;"Total";"Total";"";"";"Aia";"%";5,2
2022;"Total";"Total";"";"";"Aizarnazabal";"%";9,2
2022;"Total";"Total";"";"";"Ajangiz";"%";6,1
2022;"Total";"Total";"";"";"Albiztur";"%";2,1
2022;"Total";"Total";"";"";"Alegia";"%";7,7
2022;"Total";"Total";"";"";"Alegría-Dulantzi";"%";10,7
2022;"Total";"Total";"";"";"Alkiza";"%";5,3
2022;"Total";"Total";"";"";"Alonsotegi";"%";12,6
2022;"Total";"Total";"";"";"Altzaga";"%";2,5
2022;"Total";"Total";"";"";"Altzo";"%";5,7
2022;"Total";"Total";"";"";"Amezketa";"%";6,4
2022;"Total";"Total";"";"";"Amorebieta-Etxano";"%";8,1
2022;"Total";"Total";"";"";"Amoroto";"%";5,1
2022;"Total";"Total";"";"";"Amurrio";"%";9,3
2022;"Total";"Total";"";"";"Andoain";"%";8,6
2022;"Total";"Total";"";"";"Anoeta";"%";7,7
2022;"Total";"Total";"";"";"Antzuola";"%";5,5
2022;"Total";"Total";"";"";"Añana";"%";8,2
2022;"Total";"Total";"";"";"Arakaldo";"%";9,2
2022;"Total";"Total";"";"";"Arama";"%";5,3
2022;"Total";"Total";"";"";"Aramaio";"%";4,4
2022;"Total";"Total";"";"";"Arantzazu";"%";7,8
2022;"Total";"Total";"";"";"Areatza";"%";7,9
2022;"Total";"Total";"";"";"Aretxabaleta";"%";5,8
2022;"Total";"Total";"";"";"Armiñón";"%";3,1
2022;"Total";"Total";"";"";"Arraia-Maeztu";"%";4,8
2022;"Total";"Total";"";"";"Arrankudiaga-Zollo";"%";7,2
2022;"Total";"Total";"";"";"Arrasate/Mondragón";"%";8,4
2022;"Total";"Total";"";"";"Arratzu";"%";5,6
2022;"Total";"Total";"";"";"Arratzua-Ubarrundia";"%";6,2
2022;"Total";"Total";"";"";"Arrieta";"%";7,1
2022;"Total";"Total";"";"";"Arrigorriaga";"%";10,1
2022;"Total";"Total";"";"";"Artea";"%";9,5
2022;"Total";"Total";"";"";"Artzentales";"%";11,9
2022;"Total";"Total";"";"";"Artziniega";"%";10
2022;"Total";"Total";"";"";"Asparrena";"%";12,2
2022;"Total";"Total";"";"";"Asteasu";"%";6,1
2022;"Total";"Total";"";"";"Astigarraga";"%";5,8
2022;"Total";"Total";"";"";"Ataun";"%";4,1
2022;"Total";"Total";"";"";"Atxondo";"%";7,1
2022;"Total";"Total";"";"";"Aulesti";"%";6
2022;"Total";"Total";"";"";"Ayala/Aiara";"%";7,2
2022;"Total";"Total";"";"";"Azkoitia";"%";7,3
2022;"Total";"Total";"";"";"Azpeitia";"%";6,4
2022;"Total";"Total";"";"";"Bakio";"%";8,4
2022;"Total";"Total";"";"";"Baliarrain";"%";6,5
2022;"Total";"Total";"";"";"Balmaseda";"%";14,6
2022;"Total";"Total";"";"";"Baños de Ebro/Mañueta";"%";6,7
2022;"Total";"Total";"";"";"Barakaldo";"%";11,5
2022;"Total";"Total";"";"";"Barrika";"%";9,8
2022;"Total";"Total";"";"";"Barrundia";"%";5,2
2022;"Total";"Total";"";"";"Basauri";"%";12,3
2022;"Total";"Total";"";"";"Beasain";"%";7,4
2022;"Total";"Total";"";"";"Bedia";"%";10,2
2022;"Total";"Total";"";"";"Beizama";"%";5,1
2022;"Total";"Total";"";"";"Belauntza";"%";7,3
2022;"Total";"Total";"";"";"Berango";"%";7,9
2022;"Total";"Total";"";"";"Berantevilla";"%";8,5
2022;"Total";"Total";"";"";"Berastegi";"%";3,6
2022;"Total";"Total";"";"";"Bergara";"%";7
2022;"Total";"Total";"";"";"Bermeo";"%";11,6
2022;"Total";"Total";"";"";"Bernedo";"%";9
2022;"Total";"Total";"";"";"Berriatua";"%";5,5
2022;"Total";"Total";"";"";"Berriz";"%";8,1
2022;"Total";"Total";"";"";"Berrobi";"%";7,7
2022;"Total";"Total";"";"";"Bidania-Goiatz";"%";6,1
2022;"Total";"Total";"";"";"Bilbao";"%";12,5
2022;"Total";"Total";"";"";"Busturia";"%";10,3
2022;"Total";"Total";"";"";"Campezo/Kanpezu";"%";7,5
2022;"Total";"Total";"";"";"Deba";"%";6,7
2022;"Total";"Total";"";"";"Derio";"%";7,5
2022;"Total";"Total";"";"";"Dima";"%";6,9
2022;"Total";"Total";"";"";"Donostia / San Sebastián";"%";7,7
2022;"Total";"Total";"";"";"Durango";"%";7,9
2022;"Total";"Total";"";"";"Ea";"%";8,9
2022;"Total";"Total";"";"";"Eibar";"%";10,3
2022;"Total";"Total";"";"";"Elantxobe";"%";13,3
2022;"Total";"Total";"";"";"Elburgo/Burgelu";"%";6
2022;"Total";"Total";"";"";"Elciego";"%";7,9
2022;"Total";"Total";"";"";"Elduain";"%";4,8
2022;"Total";"Total";"";"";"Elgeta";"%";3,5
2022;"Total";"Total";"";"";"Elgoibar";"%";8
2022;"Total";"Total";"";"";"Elorrio";"%";7
2022;"Total";"Total";"";"";"Elvillar/Bilar";"%";5,3
2022;"Total";"Total";"";"";"Erandio";"%";10,1
2022;"Total";"Total";"";"";"Ereño";"%";6,5
2022;"Total";"Total";"";"";"Ermua";"%";10,8
2022;"Total";"Total";"";"";"Errenteria";"%";8,7
2022;"Total";"Total";"";"";"Errezil";"%";7
2022;"Total";"Total";"";"";"Erriberagoitia/Ribera Alta";"%";5,9
2022;"Total";"Total";"";"";"Errigoiti";"%";7
2022;"Total";"Total";"";"";"Eskoriatza";"%";7,2
2022;"Total";"Total";"";"";"Etxebarri";"%";7,5
2022;"Total";"Total";"";"";"Etxebarria";"%";7,6
2022;"Total";"Total";"";"";"Ezkio-Itsaso";"%";7
2022;"Total";"Total";"";"";"Forua";"%";9,5
2022;"Total";"Total";"";"";"Fruiz";"%";7,9
2022;"Total";"Total";"";"";"Gabiria";"%";4,3
2022;"Total";"Total";"";"";"Gaintza";"%";1,5
2022;"Total";"Total";"";"";"Galdakao";"%";8,5
2022;"Total";"Total";"";"";"Galdames";"%";10
2022;"Total";"Total";"";"";"Gamiz-Fika";"%";6,4
2022;"Total";"Total";"";"";"Garai";"%";2,4
2022;"Total";"Total";"";"";"Gatika";"%";8,4
2022;"Total";"Total";"";"";"Gautegiz Arteaga";"%";5,1
2022;"Total";"Total";"";"";"Gaztelu";"%";5,7
2022;"Total";"Total";"";"";"Gernika-Lumo";"%";8,7
2022;"Total";"Total";"";"";"Getaria";"%";5,4
2022;"Total";"Total";"";"";"Getxo";"%";8,8
2022;"Total";"Total";"";"";"Gizaburuaga";"%";6,8
2022;"Total";"Total";"";"";"Gordexola";"%";9,4
2022;"Total";"Total";"";"";"Gorliz";"%";9,3
2022;"Total";"Total";"";"";"Güeñes";"%";11,4
2022;"Total";"Total";"";"";"Harana/Valle de Arana";"%";10,5
2022;"Total";"Total";"";"";"Hernani";"%";7,9
2022;"Total";"Total";"";"";"Hernialde";"%";11,6
2022;"Total";"Total";"";"";"Hondarribia";"%";7,5
2022;"Total";"Total";"";"";"Ibarra";"%";8,1
2022;"Total";"Total";"";"";"Ibarrangelu";"%";10
2022;"Total";"Total";"";"";"Idiazabal";"%";4,9
2022;"Total";"Total";"";"";"Igorre";"%";9,3
2022;"Total";"Total";"";"";"Ikaztegieta";"%";10,2
2022;"Total";"Total";"";"";"Irun";"%";10,7
2022;"Total";"Total";"";"";"Iruña Oka/Iruña de Oca";"%";7,5
2022;"Total";"Total";"";"";"Irura";"%";6,5
2022;"Total";"Total";"";"";"Iruraiz-Gauna";"%";4,7
2022;"Total";"Total";"";"";"Ispaster";"%";6,9
2022;"Total";"Total";"";"";"Itsasondo";"%";6,5
2022;"Total";"Total";"";"";"Iurreta";"%";8,8
2022;"Total";"Total";"";"";"Izurtza";"%";3,8
2022;"Total";"Total";"";"";"Karrantza Harana/Valle de Carranza";"%";12,6
2022;"Total";"Total";"";"";"Kortezubi";"%";4,5
2022;"Total";"Total";"";"";"Kripan";"%";2,2
2022;"Total";"Total";"";"";"Kuartango";"%";6,9
2022;"Total";"Total";"";"";"Labastida/Bastida";"%";10,6
2022;"Total";"Total";"";"";"Lagrán";"%";9,9
2022;"Total";"Total";"";"";"Laguardia";"%";7,9
2022;"Total";"Total";"";"";"Lanciego/Lantziego";"%";11,6
2022;"Total";"Total";"";"";"Lanestosa";"%";14,3
2022;"Total";"Total";"";"";"Lantarón";"%";9,5
2022;"Total";"Total";"";"";"Lapuebla de Labarca";"%";12,8
2022;"Total";"Total";"";"";"Larrabetzu";"%";7
2022;"Total";"Total";"";"";"Larraul";"%";5,1
2022;"Total";"Total";"";"";"Lasarte-Oria";"%";7,2
2022;"Total";"Total";"";"";"Laudio/Llodio";"%";10
2022;"Total";"Total";"";"";"Laukiz";"%";7,5
2022;"Total";"Total";"";"";"Lazkao";"%";6,6
2022;"Total";"Total";"";"";"Leaburu";"%";7,4
2022;"Total";"Total";"";"";"Legazpi";"%";7,2
2022;"Total";"Total";"";"";"Legorreta";"%";5,8
2022;"Total";"Total";"";"";"Legutio";"%";9,6
2022;"Total";"Total";"";"";"Leintz-Gatzaga";"%";5,5
2022;"Total";"Total";"";"";"Leioa";"%";9,3
2022;"Total";"Total";"";"";"Lekeitio";"%";8,6
2022;"Total";"Total";"";"";"Lemoa";"%";9,4
2022;"Total";"Total";"";"";"Lemoiz";"%";8,6
2022;"Total";"Total";"";"";"Leza";"%";6,1
2022;"Total";"Total";"";"";"Lezama";"%";6,6
2022;"Total";"Total";"";"";"Lezo";"%";7,4
2022;"Total";"Total";"";"";"Lizartza";"%";6,9
2022;"Total";"Total";"";"";"Loiu";"%";6,8
2022;"Total";"Total";"";"";"Mallabia";"%";7
2022;"Total";"Total";"";"";"Mañaria";"%";6,6
2022;"Total";"Total";"";"";"Markina-Xemein";"%";7,3
2022;"Total";"Total";"";"";"Maruri-Jatabe";"%";7,8
2022;"Total";"Total";"";"";"Mendaro";"%";6,9
2022;"Total";"Total";"";"";"Mendata";"%";6,2
2022;"Total";"Total";"";"";"Mendexa";"%";4
2022;"Total";"Total";"";"";"Meñaka";"%";4,3
2022;"Total";"Total";"";"";"Moreda de Álava/Moreda Araba";"%";6,8
2022;"Total";"Total";"";"";"Morga";"%";6,3
2022;"Total";"Total";"";"";"Mundaka";"%";9,2
2022;"Total";"Total";"";"";"Mungia";"%";8,3
2022;"Total";"Total";"";"";"Munitibar-Arbatzegi Gerrikaitz";"%";6,7
2022;"Total";"Total";"";"";"Murueta";"%";10,5
2022;"Total";"Total";"";"";"Muskiz";"%";10,5
2022;"Total";"Total";"";"";"Mutiloa";"%";5,6
2022;"Total";"Total";"";"";"Mutriku";"%";7,3
2022;"Total";"Total";"";"";"Muxika";"%";7,4
2022;"Total";"Total";"";"";"Nabarniz";"%";9,4
2022;"Total";"Total";"";"";"Navaridas";"%";4,9
2022;"Total";"Total";"";"";"Oiartzun";"%";6,2
2022;"Total";"Total";"";"";"Okondo";"%";7,7
2022;"Total";"Total";"";"";"Olaberria";"%";7,9
2022;"Total";"Total";"";"";"Ondarroa";"%";9,8
2022;"Total";"Total";"";"";"Oñati";"%";5,8
2022;"Total";"Total";"";"";"Ordizia";"%";8,6
2022;"Total";"Total";"";"";"Orendain";"%";3,1
2022;"Total";"Total";"";"";"Orexa";"%";4
2022;"Total";"Total";"";"";"Orio";"%";6,6
2022;"Total";"Total";"";"";"Ormaiztegi";"%";6,2
2022;"Total";"Total";"";"";"Orozko";"%";10,3
2022;"Total";"Total";"";"";"Ortuella";"%";13,1
2022;"Total";"Total";"";"";"Otxandio";"%";8,3
2022;"Total";"Total";"";"";"Oyón-Oion";"%";13,7
2022;"Total";"Total";"";"";"Pasaia";"%";9,4
2022;"Total";"Total";"";"";"Peñacerrada-Urizaharra";"%";3,9
2022;"Total";"Total";"";"";"Plentzia";"%";9,6
2022;"Total";"Total";"";"";"Portugalete";"%";12,3
2022;"Total";"Total";"";"";"Ribera Baja/Erriberabeitia";"%";8,5
2022;"Total";"Total";"";"";"Samaniego";"%";6
2022;"Total";"Total";"";"";"San Millán/Donemiliaga";"%";6
2022;"Total";"Total";"";"";"Santurtzi";"%";13,5
2022;"Total";"Total";"";"";"Segura";"%";3,5
2022;"Total";"Total";"";"";"Sestao";"%";14,8
2022;"Total";"Total";"";"";"Sondika";"%";8,8
2022;"Total";"Total";"";"";"Sopela";"%";8,9
2022;"Total";"Total";"";"";"Sopuerta";"%";9
2022;"Total";"Total";"";"";"Soraluze-Placencia de las Armas";"%";12,1
2022;"Total";"Total";"";"";"Sukarrieta";"%";13,7
2022;"Total";"Total";"";"";"Tolosa";"%";7,2
2022;"Total";"Total";"";"";"Trucios-Turtzioz";"%";11,5
2022;"Total";"Total";"";"";"Ubide";"%";6,3
2022;"Total";"Total";"";"";"Ugao-Miraballes";"%";10
2022;"Total";"Total";"";"";"Urduliz";"%";7,9
2022;"Total";"Total";"";"";"Urduña/Orduña";"%";12,9
2022;"Total";"Total";"";"";"Urkabustaiz";"%";8,9
2022;"Total";"Total";"";"";"Urnieta";"%";7,1
2022;"Total";"Total";"";"";"Urretxu";"%";6,7
2022;"Total";"Total";"";"";"Usurbil";"%";6,6
2022;"Total";"Total";"";"";"Valdegovía/Gaubea";"%";12
2022;"Total";"Total";"";"";"Valle de Trápaga-Trapagaran";"%";10,9
2022;"Total";"Total";"";"";"Villabona";"%";8,8
2022;"Total";"Total";"";"";"Villabuena de Álava/Eskuernaga";"%";3,4
2022;"Total";"Total";"";"";"Vitoria-Gasteiz";"%";10,1
2022;"Total";"Total";"";"";"Yécora/Iekora";"%";5,1
2022;"Total";"Total";"";"";"Zaldibar";"%";7,7
2022;"Total";"Total";"";"";"Zaldibia";"%";7,4
2022;"Total";"Total";"";"";"Zalduondo";"%";7,4
2022;"Total";"Total";"";"";"Zalla";"%";11,3
2022;"Total";"Total";"";"";"Zambrana";"%";11,5
2022;"Total";"Total";"";"";"Zamudio";"%";8,3
2022;"Total";"Total";"";"";"Zaratamo";"%";11,5
2022;"Total";"Total";"";"";"Zarautz";"%";6,6
2022;"Total";"Total";"";"";"Zeanuri";"%";6,4
2022;"Total";"Total";"";"";"Zeberio";"%";6,9
2022;"Total";"Total";"";"";"Zegama";"%";5,5
2022;"Total";"Total";"";"";"Zerain";"%";1,5
2022;"Total";"Total";"";"";"Zestoa";"%";8
2022;"Total";"Total";"";"";"Zierbena";"%";8,5
2022;"Total";"Total";"";"";"Zigoitia";"%";5
2022;"Total";"Total";"";"";"Ziortza-Bolibar";"%";7,3
2022;"Total";"Total";"";"";"Zizurkil";"%";7,3
2022;"Total";"Total";"";"";"Zuia";"%";6,1
2022;"Total";"Total";"";"";"Zumaia";"%";7,1
2022;"Total";"Total";"";"";"Zumarraga";"%";9,4
2022;"Total";"Total";"";"";"Añana (comarca)";"%";8,7
2022;"Total";"Total";"";"";"Arabako Errioxa / Rioja Alavesa";"%";10
2022;"Total";"Total";"";"";"Arabako Kantaurialdea / Cantábrica Alavesa";"%";9,5
2022;"Total";"Total";"";"";"Arabako Lautada / Llanada Alavesa";"%";10
2022;"Total";"Total";"";"";"Arabako Mendialdea / Montaña Alavesa";"%";7
2022;"Total";"Total";"";"";"Arratia-Nerbioi / Arratia-Nervión";"%";9,4
2022;"Total";"Total";"";"";"Bidasoa Beherea / Bajo Bidasoa";"%";10
2022;"Total";"Total";"";"";"Bilbo Handia / Gran Bilbao";"%";11,5
2022;"Total";"Total";"";"";"Debabarrena / Bajo Deba";"%";9,1
2022;"Total";"Total";"";"";"Debagoiena / Alto Deba";"%";7
2022;"Total";"Total";"";"";"Donostialdea";"%";7,8
2022;"Total";"Total";"";"";"Durangaldea / Duranguesado";"%";8,4
2022;"Total";"Total";"";"";"Enkartazioak / Encartaciones";"%";11,9
2022;"Total";"Total";"";"";"Gernika-Bermeo";"%";9,6
2022;"Total";"Total";"";"";"Goierri";"%";7,3
2022;"Total";"Total";"";"";"Gorbeialdea / Estribaciones del Gorbea";"%";6,9
2022;"Total";"Total";"";"";"Markina-Ondarroa";"%";8,2
2022;"Total";"Total";"";"";"Plentzia-Mungia";"%";8,5
2022;"Total";"Total";"";"";"Tolosaldea";"%";7,1
2022;"Total";"Total";"";"";"Urola Kosta";"%";6,8
2022;"Total";"Total";"";"";"Araba/ÁlavaAraba/Álava";"%";9,5
2022;"Total";"Total";"";"";"Bizkaia";"%";9,3
2022;"Total";"Total";"";"";"Gipuzkoa";"%";7
2023;"Total";"Total";"";"";"C.A. de Euskadi";"%";7,8
2023;"Total";"Total";"";"";"Abadiño";"%";7,8
2023;"Total";"Total";"";"";"Abaltzisketa";"%";5,2
2023;"Total";"Total";"";"";"Abanto y Ciérvana-Abanto Zierbena";"%";9,8
2023;"Total";"Total";"";"";"Aduna";"%";1,8
2023;"Total";"Total";"";"";"Agurain/Salvatierra";"%";10,3
2023;"Total";"Total";"";"";"Aia";"%";4,9
2023;"Total";"Total";"";"";"Aizarnazabal";"%";7,3
2023;"Total";"Total";"";"";"Ajangiz";"%";4,3
2023;"Total";"Total";"";"";"Albiztur";"%";1,3
2023;"Total";"Total";"";"";"Alegia";"%";8,1
2023;"Total";"Total";"";"";"Alegría-Dulantzi";"%";7,5
2023;"Total";"Total";"";"";"Alkiza";"%";8,1
2023;"Total";"Total";"";"";"Alonsotegi";"%";13,3
2023;"Total";"Total";"";"";"Altzaga";"%";4
2023;"Total";"Total";"";"";"Altzo";"%";4,9
2023;"Total";"Total";"";"";"Amezketa";"%";7,5
2023;"Total";"Total";"";"";"Amorebieta-Etxano";"%";6,2
2023;"Total";"Total";"";"";"Amoroto";"%";7,9
2023;"Total";"Total";"";"";"Amurrio";"%";8,4
2023;"Total";"Total";"";"";"Andoain";"%";7,7
2023;"Total";"Total";"";"";"Anoeta";"%";7,1
2023;"Total";"Total";"";"";"Antzuola";"%";5,9
2023;"Total";"Total";"";"";"Añana";"%";7,4
2023;"Total";"Total";"";"";"Arakaldo";"%";12
2023;"Total";"Total";"";"";"Arama";"%";2
2023;"Total";"Total";"";"";"Aramaio";"%";4,7
2023;"Total";"Total";"";"";"Arantzazu";"%";7,1
2023;"Total";"Total";"";"";"Areatza";"%";6,5
2023;"Total";"Total";"";"";"Aretxabaleta";"%";5,2
2023;"Total";"Total";"";"";"Armiñón";"%";4,9
2023;"Total";"Total";"";"";"Arraia-Maeztu";"%";3
2023;"Total";"Total";"";"";"Arrankudiaga-Zollo";"%";5,7
2023;"Total";"Total";"";"";"Arrasate/Mondragón";"%";8,4
2023;"Total";"Total";"";"";"Arratzu";"%";5,3
2023;"Total";"Total";"";"";"Arratzua-Ubarrundia";"%";4,9
2023;"Total";"Total";"";"";"Arrieta";"%";5,6
2023;"Total";"Total";"";"";"Arrigorriaga";"%";8
2023;"Total";"Total";"";"";"Artea";"%";7,1
2023;"Total";"Total";"";"";"Artzentales";"%";12,2
2023;"Total";"Total";"";"";"Artziniega";"%";8,4
2023;"Total";"Total";"";"";"Asparrena";"%";7,7
2023;"Total";"Total";"";"";"Asteasu";"%";5,2
2023;"Total";"Total";"";"";"Astigarraga";"%";5
2023;"Total";"Total";"";"";"Ataun";"%";6,6
2023;"Total";"Total";"";"";"Atxondo";"%";5,6
2023;"Total";"Total";"";"";"Aulesti";"%";6
2023;"Total";"Total";"";"";"Ayala/Aiara";"%";5,5
2023;"Total";"Total";"";"";"Azkoitia";"%";7
2023;"Total";"Total";"";"";"Azpeitia";"%";6,1
2023;"Total";"Total";"";"";"Bakio";"%";6,6
2023;"Total";"Total";"";"";"Baliarrain";"%";2,4
2023;"Total";"Total";"";"";"Balmaseda";"%";12,6
2023;"Total";"Total";"";"";"Baños de Ebro/Mañueta";"%";7,1
2023;"Total";"Total";"";"";"Barakaldo";"%";9,7
2023;"Total";"Total";"";"";"Barrika";"%";7,4
2023;"Total";"Total";"";"";"Barrundia";"%";5,4
2023;"Total";"Total";"";"";"Basauri";"%";10,5
2023;"Total";"Total";"";"";"Beasain";"%";7
2023;"Total";"Total";"";"";"Bedia";"%";8,3
2023;"Total";"Total";"";"";"Beizama";"%";5,3
2023;"Total";"Total";"";"";"Belauntza";"%";5,3
2023;"Total";"Total";"";"";"Berango";"%";7
2023;"Total";"Total";"";"";"Berantevilla";"%";8,4
2023;"Total";"Total";"";"";"Berastegi";"%";3
2023;"Total";"Total";"";"";"Bergara";"%";6,5
2023;"Total";"Total";"";"";"Bermeo";"%";10,1
2023;"Total";"Total";"";"";"Bernedo";"%";7,9
2023;"Total";"Total";"";"";"Berriatua";"%";6,6
2023;"Total";"Total";"";"";"Berriz";"%";7,6
2023;"Total";"Total";"";"";"Berrobi";"%";4,8
2023;"Total";"Total";"";"";"Bidania-Goiatz";"%";5,8
2023;"Total";"Total";"";"";"Bilbao";"%";10,8
2023;"Total";"Total";"";"";"Busturia";"%";8,5
2023;"Total";"Total";"";"";"Campezo/Kanpezu";"%";6,8
2023;"Total";"Total";"";"";"Deba";"%";5,4
2023;"Total";"Total";"";"";"Derio";"%";5,8
2023;"Total";"Total";"";"";"Dima";"%";5,1
2023;"Total";"Total";"";"";"Donostia / San Sebastián";"%";6,9
2023;"Total";"Total";"";"";"Durango";"%";6,5
2023;"Total";"Total";"";"";"Ea";"%";9
2023;"Total";"Total";"";"";"Eibar";"%";9,4
2023;"Total";"Total";"";"";"Elantxobe";"%";7,6
